user_id,file_id,prediction,score,model_used,true_label,is_correct,file_type,risk_level,file_size_kb,source,nb_features,has_js,has_embedded_files,user_profile_status
user_1,file_22,0,0.78,RandomForest,0,True,pdf,low,400,web,22,True,False,suspicious
user_1,file_23,1,0.7,RandomForest,0,False,pdf,medium,1727,usb,22,False,True,suspicious
user_1,file_24,0,0.84,RandomForest,0,True,doc,medium,1009,usb,22,False,True,suspicious
user_1,file_25,0,0.79,RandomForest,0,True,xls,low,422,web,22,True,False,suspicious
user_1,file_26,0,0.55,RandomForest,0,True,pdf,medium,334,web,22,False,False,suspicious
user_1,file_27,0,0.76,RandomForest,0,True,xls,high,979,web,22,False,True,suspicious
user_1,file_28,0,0.8,RandomForest,0,True,doc,high,1354,email,22,True,True,clean
user_1,file_29,0,0.8,RandomForest,0,True,pdf,low,1646,usb,22,True,True,clean
user_1,file_30,1,0.77,RandomForest,1,True,pdf,low,1324,usb,22,True,True,clean
user_1,file_31,0,0.69,RandomForest,0,True,pdf,low,954,web,22,True,True,clean
user_1,file_32,0,0.5,RandomForest,0,True,pdf,low,254,web,22,False,True,clean
user_1,file_33,1,0.77,RandomForest,1,True,xls,medium,1123,usb,22,True,True,clean
user_1,file_34,1,0.63,RandomForest,1,True,doc,medium,976,web,22,False,True,clean
user_1,file_35,0,0.77,RandomForest,0,True,doc,medium,133,web,22,False,True,clean
user_1,file_36,1,0.82,RandomForest,1,True,xls,medium,1318,usb,22,False,True,clean
user_1,file_37,0,0.72,RandomForest,0,True,xls,medium,1784,web,22,False,False,clean
user_1,file_38,1,0.89,RandomForest,1,True,xls,medium,1208,usb,22,True,True,clean
user_1,file_39,1,0.79,RandomForest,1,True,pdf,high,287,web,22,False,False,suspicious
user_1,file_40,0,0.54,RandomForest,0,True,pdf,medium,464,web,22,True,False,clean
user_2,file_41,1,0.89,RandomForest,1,True,xls,low,350,web,22,True,True,insufficient_data
user_2,file_42,0,0.8,RandomForest,0,True,pdf,medium,345,web,22,False,False,insufficient_data
user_2,file_43,1,0.72,RandomForest,0,False,doc,medium,371,web,22,True,True,insufficient_data
user_2,file_44,1,0.81,RandomForest,1,True,pdf,medium,743,usb,22,False,False,insufficient_data
user_2,file_45,1,0.82,RandomForest,1,True,pdf,high,1885,email,22,False,True,suspicious
user_2,file_46,0,0.64,RandomForest,1,False,pdf,low,124,web,22,True,True,suspicious
user_2,file_47,1,0.53,RandomForest,1,True,xls,low,1971,web,22,False,False,suspicious
user_2,file_48,0,0.81,RandomForest,0,True,doc,high,187,email,22,False,True,suspicious
user_2,file_49,1,0.83,RandomForest,1,True,pdf,medium,1401,email,22,True,False,suspicious
user_2,file_50,1,0.75,RandomForest,1,True,xls,low,308,usb,22,True,True,suspicious
user_2,file_51,0,0.84,RandomForest,0,True,pdf,medium,1367,email,22,False,False,suspicious
user_2,file_52,1,0.83,RandomForest,1,True,pdf,medium,684,usb,22,False,False,suspicious
user_2,file_53,1,0.84,RandomForest,1,True,xls,medium,1761,web,22,False,True,suspicious
user_2,file_54,0,0.77,RandomForest,0,True,pdf,medium,1458,web,22,False,True,suspicious
user_2,file_55,1,0.71,RandomForest,1,True,doc,medium,278,usb,22,True,True,suspicious
user_2,file_56,0,0.57,RandomForest,0,True,doc,medium,1496,email,22,False,False,suspicious
user_2,file_57,1,0.53,RandomForest,0,False,doc,medium,209,web,22,True,False,suspicious
user_2,file_58,1,0.69,RandomForest,1,True,pdf,high,138,web,22,True,True,suspicious
user_2,file_59,1,0.79,RandomForest,1,True,xls,high,1578,email,22,True,False,suspicious
user_2,file_60,0,0.75,RandomForest,0,True,xls,low,399,email,22,True,True,suspicious
user_2,file_61,0,0.87,RandomForest,0,True,xls,low,236,web,22,False,True,suspicious
user_2,file_62,0,0.8,RandomForest,0,True,pdf,high,101,usb,22,True,True,suspicious
user_2,file_63,0,0.87,RandomForest,0,True,pdf,low,1831,usb,22,False,True,suspicious
user_2,file_64,1,0.81,RandomForest,1,True,doc,low,1870,web,22,True,True,suspicious
user_2,file_65,0,0.8,RandomForest,0,True,pdf,high,376,web,22,True,False,suspicious
user_2,file_66,1,0.87,RandomForest,1,True,doc,low,721,usb,22,False,False,suspicious
user_2,file_67,0,0.8,RandomForest,0,True,pdf,high,1555,email,22,True,True,suspicious
user_2,file_68,1,0.84,RandomForest,1,True,doc,low,259,usb,22,True,False,suspicious
user_2,file_69,0,0.79,RandomForest,0,True,xls,medium,806,email,22,False,True,suspicious
user_2,file_70,1,0.8,RandomForest,1,True,doc,medium,1952,web,22,False,False,suspicious
user_2,file_71,1,0.53,RandomForest,1,True,pdf,medium,737,email,22,False,True,suspicious
user_2,file_72,0,0.83,RandomForest,0,True,doc,medium,638,email,22,False,True,suspicious
user_2,file_73,0,0.51,RandomForest,1,False,pdf,low,1722,email,22,True,False,suspicious
user_2,file_74,0,0.54,RandomForest,0,True,xls,low,1987,email,22,False,True,suspicious
user_2,file_75,1,0.8,RandomForest,1,True,xls,medium,663,usb,22,True,False,suspicious
user_2,file_76,0,0.81,RandomForest,0,True,xls,medium,1209,email,22,False,True,suspicious
user_2,file_77,0,0.66,RandomForest,0,True,pdf,medium,781,web,22,False,True,suspicious
user_2,file_78,1,0.6,RandomForest,1,True,doc,medium,755,email,22,False,False,suspicious
user_2,file_79,1,0.56,RandomForest,1,True,doc,high,955,usb,22,False,True,suspicious
user_2,file_80,1,0.87,RandomForest,1,True,xls,medium,527,web,22,False,True,suspicious
user_3,file_81,0,0.78,RandomForest,0,True,pdf,high,669,web,22,False,True,insufficient_data
user_3,file_82,1,0.87,RandomForest,1,True,pdf,medium,299,email,22,True,False,insufficient_data
user_3,file_83,1,0.61,RandomForest,0,False,doc,low,1888,usb,22,False,False,insufficient_data
user_3,file_84,1,0.84,RandomForest,1,True,doc,high,1556,usb,22,True,False,insufficient_data
user_3,file_85,0,0.52,RandomForest,0,True,doc,medium,502,usb,22,False,False,suspicious
user_3,file_86,0,0.85,RandomForest,0,True,pdf,medium,1114,web,22,False,False,clean
user_3,file_87,1,0.83,RandomForest,1,True,doc,low,635,usb,22,True,True,suspicious
user_3,file_88,1,0.85,RandomForest,1,True,doc,low,1349,web,22,False,False,suspicious
user_3,file_89,0,0.77,RandomForest,0,True,xls,low,1917,web,22,True,False,suspicious
user_3,file_90,1,0.8,RandomForest,1,True,doc,high,1349,email,22,False,False,suspicious
user_3,file_91,0,0.78,RandomForest,0,True,doc,high,1727,web,22,True,False,suspicious
user_3,file_92,1,0.81,RandomForest,1,True,xls,low,1109,email,22,True,False,suspicious
user_3,file_93,0,0.87,RandomForest,0,True,doc,medium,745,usb,22,True,True,suspicious
user_3,file_94,1,0.69,RandomForest,0,False,xls,low,1509,usb,22,True,False,suspicious
user_3,file_95,0,0.54,RandomForest,1,False,pdf,high,1523,email,22,False,False,suspicious
user_3,file_96,0,0.73,RandomForest,0,True,xls,medium,213,email,22,False,False,clean
user_3,file_97,1,0.82,RandomForest,1,True,xls,low,1644,usb,22,True,False,suspicious
user_3,file_98,1,0.81,RandomForest,1,True,xls,medium,444,web,22,False,False,suspicious
user_3,file_99,1,0.8,RandomForest,1,True,pdf,high,546,usb,22,False,False,suspicious
user_3,file_100,0,0.79,RandomForest,0,True,pdf,medium,1556,web,22,False,False,suspicious
user_3,file_101,1,0.8,RandomForest,1,True,xls,medium,868,usb,22,True,False,suspicious
user_3,file_102,0,0.52,RandomForest,0,True,pdf,high,631,web,22,False,False,suspicious
user_3,file_103,0,0.72,RandomForest,0,True,xls,medium,1427,usb,22,True,True,suspicious
user_3,file_104,1,0.76,RandomForest,1,True,pdf,high,1719,web,22,False,True,suspicious
user_3,file_105,1,0.61,RandomForest,1,True,doc,high,1617,usb,22,False,False,suspicious
user_3,file_106,1,0.84,RandomForest,1,True,doc,medium,127,usb,22,True,True,suspicious
user_3,file_107,1,0.86,RandomForest,1,True,xls,low,310,usb,22,True,True,suspicious
user_3,file_108,1,0.84,RandomForest,1,True,xls,medium,802,web,22,False,False,suspicious
user_3,file_109,1,0.82,RandomForest,1,True,doc,low,1826,email,22,True,False,suspicious
user_3,file_110,0,0.72,RandomForest,0,True,xls,low,1657,email,22,True,False,suspicious
user_3,file_111,1,0.77,RandomForest,1,True,pdf,medium,327,usb,22,False,False,suspicious
user_3,file_112,0,0.82,RandomForest,0,True,xls,low,1894,web,22,False,False,suspicious
user_3,file_113,0,0.82,RandomForest,0,True,xls,medium,175,usb,22,False,False,suspicious
user_3,file_114,1,0.65,RandomForest,0,False,xls,high,1312,usb,22,True,True,suspicious
user_3,file_115,1,0.57,RandomForest,0,False,doc,low,748,email,22,False,True,suspicious
user_3,file_116,1,0.79,RandomForest,1,True,xls,high,1336,email,22,True,False,suspicious
user_3,file_117,0,0.52,RandomForest,1,False,pdf,low,1674,web,22,False,True,suspicious
user_3,file_118,1,0.84,RandomForest,1,True,xls,low,1023,usb,22,False,False,suspicious
user_3,file_119,1,0.82,RandomForest,1,True,xls,high,1359,email,22,False,True,suspicious
user_3,file_120,1,0.84,RandomForest,1,True,doc,medium,1938,web,22,False,False,suspicious
user_4,file_121,1,0.9,RandomForest,1,True,pdf,low,1402,web,22,True,True,insufficient_data
user_4,file_122,0,0.83,RandomForest,0,True,xls,high,1387,usb,22,False,True,insufficient_data
user_4,file_123,1,0.9,RandomForest,1,True,doc,medium,892,email,22,False,False,insufficient_data
user_4,file_124,0,0.82,RandomForest,0,True,doc,medium,283,web,22,True,True,insufficient_data
user_4,file_125,1,0.51,RandomForest,0,False,pdf,high,1066,usb,22,True,False,suspicious
user_4,file_126,0,0.81,RandomForest,0,True,xls,high,1125,email,22,False,False,clean
user_4,file_127,0,0.51,RandomForest,0,True,pdf,medium,1506,email,22,True,True,clean
user_4,file_128,0,0.8,RandomForest,0,True,doc,medium,242,email,22,True,False,clean
user_4,file_129,1,0.74,RandomForest,1,True,pdf,high,352,web,22,False,True,clean
user_4,file_130,1,0.89,RandomForest,1,True,pdf,medium,482,email,22,True,False,clean
user_4,file_131,0,0.87,RandomForest,0,True,pdf,low,847,usb,22,False,True,clean
user_4,file_132,0,0.79,RandomForest,0,True,xls,high,781,web,22,True,True,clean
user_4,file_133,1,0.57,RandomForest,0,False,xls,high,565,email,22,True,True,clean
user_4,file_134,1,0.81,RandomForest,1,True,pdf,high,588,usb,22,False,False,clean
user_4,file_135,1,0.88,RandomForest,1,True,xls,high,818,usb,22,False,False,suspicious
user_4,file_136,1,0.77,RandomForest,1,True,xls,high,1546,web,22,False,False,suspicious
user_4,file_137,1,0.85,RandomForest,1,True,doc,medium,1237,web,22,False,True,suspicious
user_4,file_138,1,0.81,RandomForest,1,True,xls,low,1708,web,22,False,False,suspicious
user_4,file_139,1,0.87,RandomForest,1,True,pdf,low,1003,email,22,False,False,suspicious
user_4,file_140,0,0.85,RandomForest,0,True,doc,low,560,usb,22,True,False,suspicious
user_4,file_141,0,0.61,RandomForest,0,True,xls,medium,154,usb,22,True,True,suspicious
user_4,file_142,1,0.58,RandomForest,0,False,pdf,medium,1858,usb,22,False,True,suspicious
user_4,file_143,0,0.76,RandomForest,0,True,pdf,high,462,usb,22,True,True,suspicious
user_4,file_144,0,0.73,RandomForest,0,True,pdf,low,1053,web,22,False,True,suspicious
user_4,file_145,1,0.92,RandomForest,1,True,pdf,low,1819,usb,22,True,True,suspicious
user_4,file_146,1,0.85,RandomForest,1,True,doc,medium,1688,usb,22,True,False,suspicious
user_4,file_147,0,0.8,RandomForest,0,True,doc,high,1487,web,22,False,True,suspicious
user_4,file_148,0,0.83,RandomForest,0,True,xls,medium,110,usb,22,True,True,suspicious
user_4,file_149,0,0.58,RandomForest,1,False,doc,high,374,usb,22,True,False,suspicious
user_4,file_150,0,0.76,RandomForest,0,True,pdf,high,493,web,22,True,True,clean
user_4,file_151,0,0.93,RandomForest,0,True,doc,low,745,email,22,True,True,clean
user_4,file_152,1,0.88,RandomForest,1,True,doc,medium,1046,usb,22,True,False,clean
user_4,file_153,1,0.61,RandomForest,1,True,xls,high,1764,email,22,True,False,suspicious
user_4,file_154,1,0.89,RandomForest,1,True,doc,high,1408,usb,22,True,False,suspicious
user_4,file_155,1,0.75,RandomForest,1,True,pdf,low,1490,usb,22,False,True,suspicious
user_4,file_156,1,0.82,RandomForest,1,True,xls,high,1967,usb,22,False,False,suspicious
user_4,file_157,0,0.82,RandomForest,0,True,xls,medium,1231,usb,22,False,False,suspicious
user_4,file_158,0,0.86,RandomForest,0,True,xls,high,257,usb,22,False,True,suspicious
user_4,file_159,1,0.53,RandomForest,1,True,doc,high,359,usb,22,False,False,suspicious
user_4,file_160,1,0.76,RandomForest,1,True,doc,low,168,web,22,True,False,suspicious
user_5,file_161,0,0.81,RandomForest,0,True,xls,low,1778,usb,22,True,False,insufficient_data
user_5,file_162,0,0.81,RandomForest,0,True,xls,medium,1783,email,22,False,False,insufficient_data
user_5,file_163,1,0.81,RandomForest,1,True,xls,medium,239,web,22,False,True,insufficient_data
user_5,file_164,1,0.83,RandomForest,1,True,xls,low,1822,usb,22,False,True,insufficient_data
user_5,file_165,1,0.9,RandomForest,1,True,pdf,medium,567,web,22,True,False,suspicious
user_5,file_166,0,0.79,RandomForest,0,True,pdf,low,1423,email,22,False,False,clean
user_5,file_167,1,0.76,RandomForest,1,True,xls,medium,1400,usb,22,False,False,suspicious
user_5,file_168,1,0.89,RandomForest,1,True,doc,low,1048,email,22,True,True,suspicious
user_5,file_169,0,0.85,RandomForest,0,True,xls,medium,1798,email,22,False,False,suspicious
user_5,file_170,1,0.85,RandomForest,1,True,xls,medium,488,web,22,True,True,suspicious
user_5,file_171,0,0.83,RandomForest,0,True,xls,low,368,web,22,True,True,suspicious
user_5,file_172,1,0.88,RandomForest,1,True,doc,low,1312,usb,22,True,False,suspicious
user_5,file_173,1,0.68,RandomForest,1,True,xls,medium,1950,web,22,True,True,suspicious
user_5,file_174,1,0.53,RandomForest,1,True,xls,low,538,usb,22,False,False,suspicious
user_5,file_175,1,0.82,RandomForest,1,True,xls,low,201,email,22,False,True,suspicious
user_5,file_176,1,0.83,RandomForest,1,True,doc,medium,729,web,22,False,True,suspicious
user_5,file_177,0,0.53,RandomForest,1,False,xls,high,960,web,22,True,False,suspicious
user_5,file_178,1,0.89,RandomForest,1,True,xls,low,1581,usb,22,True,False,suspicious
user_5,file_179,1,0.84,RandomForest,1,True,doc,medium,1614,web,22,True,False,suspicious
user_5,file_180,1,0.87,RandomForest,1,True,pdf,high,950,web,22,True,False,suspicious
user_5,file_181,1,0.91,RandomForest,1,True,pdf,medium,1901,usb,22,False,True,suspicious
user_5,file_182,1,0.66,RandomForest,1,True,pdf,low,1826,web,22,False,True,suspicious
user_5,file_183,1,0.89,RandomForest,1,True,pdf,high,1861,usb,22,True,False,suspicious
user_5,file_184,0,0.68,RandomForest,0,True,pdf,high,503,usb,22,True,True,suspicious
user_5,file_185,0,0.73,RandomForest,0,True,doc,low,697,usb,22,False,False,suspicious
user_5,file_186,1,0.83,RandomForest,1,True,xls,medium,1007,web,22,False,False,suspicious
user_5,file_187,1,0.8,RandomForest,1,True,xls,high,842,web,22,True,True,suspicious
user_5,file_188,0,0.79,RandomForest,0,True,pdf,low,740,web,22,True,False,suspicious
user_5,file_189,1,0.9,RandomForest,1,True,xls,medium,866,usb,22,True,False,suspicious
user_5,file_190,0,0.77,RandomForest,0,True,pdf,low,787,web,22,True,False,suspicious
user_5,file_191,1,0.78,RandomForest,1,True,xls,low,525,usb,22,True,True,suspicious
user_5,file_192,1,0.82,RandomForest,1,True,doc,low,461,web,22,True,False,suspicious
user_5,file_193,0,0.8,RandomForest,0,True,xls,low,1500,usb,22,True,True,suspicious
user_5,file_194,1,0.58,RandomForest,0,False,doc,high,509,web,22,False,True,suspicious
user_5,file_195,1,0.82,RandomForest,1,True,xls,low,1509,web,22,False,True,suspicious
user_5,file_196,1,0.82,RandomForest,1,True,xls,low,1030,web,22,True,False,suspicious
user_5,file_197,0,0.85,RandomForest,0,True,xls,low,1816,web,22,False,True,suspicious
user_5,file_198,1,0.75,RandomForest,1,True,pdf,low,436,email,22,True,False,suspicious
user_5,file_199,1,0.9,RandomForest,1,True,doc,high,1196,web,22,True,True,suspicious
user_5,file_200,1,0.89,RandomForest,1,True,xls,low,1083,email,22,False,True,suspicious
user_6,file_201,1,0.81,RandomForest,1,True,xls,high,1086,web,22,True,True,insufficient_data
user_6,file_202,0,0.76,RandomForest,0,True,xls,high,170,usb,22,True,True,insufficient_data
user_6,file_203,1,0.76,RandomForest,1,True,xls,high,1863,email,22,True,True,insufficient_data
user_6,file_204,1,0.7,RandomForest,1,True,xls,medium,1631,usb,22,True,False,insufficient_data
user_6,file_205,0,0.75,RandomForest,0,True,pdf,high,1500,email,22,False,True,suspicious
user_6,file_206,0,0.75,RandomForest,0,True,doc,medium,1387,email,22,False,False,clean
user_6,file_207,1,0.79,RandomForest,1,True,xls,medium,948,web,22,False,False,suspicious
user_6,file_208,0,0.76,RandomForest,0,True,pdf,medium,566,web,22,False,True,clean
user_6,file_209,1,0.84,RandomForest,1,True,xls,low,977,email,22,True,True,suspicious
user_6,file_210,1,0.54,RandomForest,0,False,pdf,high,1961,email,22,False,True,suspicious
user_6,file_211,1,0.69,RandomForest,0,False,xls,low,1454,usb,22,False,False,suspicious
user_6,file_212,1,0.83,RandomForest,1,True,xls,low,1350,web,22,True,True,suspicious
user_6,file_213,1,0.86,RandomForest,1,True,doc,high,507,web,22,False,False,suspicious
user_6,file_214,0,0.77,RandomForest,0,True,pdf,medium,1263,email,22,True,True,suspicious
user_6,file_215,0,0.75,RandomForest,0,True,pdf,high,1771,usb,22,True,False,suspicious
user_6,file_216,1,0.81,RandomForest,1,True,doc,high,334,email,22,True,True,suspicious
user_6,file_217,1,0.82,RandomForest,1,True,pdf,medium,709,email,22,False,True,suspicious
user_6,file_218,0,0.84,RandomForest,0,True,doc,high,1516,web,22,False,True,suspicious
user_6,file_219,0,0.9,RandomForest,0,True,xls,medium,504,email,22,True,True,suspicious
user_6,file_220,1,0.84,RandomForest,1,True,xls,low,1282,usb,22,True,True,suspicious
user_6,file_221,1,0.84,RandomForest,1,True,xls,low,1464,email,22,False,False,suspicious
user_6,file_222,0,0.81,RandomForest,0,True,pdf,low,1855,web,22,False,False,suspicious
user_6,file_223,0,0.77,RandomForest,0,True,xls,low,683,usb,22,False,False,suspicious
user_6,file_224,1,0.57,RandomForest,0,False,xls,high,1078,usb,22,True,False,suspicious
user_6,file_225,0,0.79,RandomForest,0,True,xls,medium,1221,web,22,True,True,suspicious
user_6,file_226,1,0.66,RandomForest,1,True,xls,medium,1762,email,22,True,True,suspicious
user_6,file_227,1,0.91,RandomForest,1,True,doc,low,1994,usb,22,True,False,suspicious
user_6,file_228,1,0.66,RandomForest,0,False,pdf,low,381,email,22,False,False,suspicious
user_6,file_229,0,0.78,RandomForest,0,True,doc,high,1746,web,22,True,False,suspicious
user_6,file_230,1,0.9,RandomForest,1,True,xls,low,300,email,22,True,True,suspicious
user_6,file_231,0,0.83,RandomForest,0,True,doc,medium,1252,web,22,False,True,suspicious
user_6,file_232,0,0.51,RandomForest,1,False,doc,high,773,usb,22,True,False,suspicious
user_6,file_233,0,0.5,RandomForest,0,True,doc,low,535,web,22,False,True,suspicious
user_6,file_234,1,0.74,RandomForest,1,True,xls,high,1878,usb,22,True,True,suspicious
user_6,file_235,1,0.84,RandomForest,1,True,doc,low,452,usb,22,True,False,suspicious
user_6,file_236,1,0.81,RandomForest,1,True,pdf,low,1970,usb,22,True,False,suspicious
user_6,file_237,1,0.79,RandomForest,1,True,pdf,low,516,email,22,False,True,suspicious
user_6,file_238,0,0.75,RandomForest,0,True,xls,medium,939,web,22,True,False,suspicious
user_6,file_239,0,0.75,RandomForest,0,True,doc,high,1747,web,22,True,False,suspicious
user_6,file_240,0,0.77,RandomForest,0,True,doc,low,335,email,22,True,True,suspicious
user_7,file_241,1,0.76,RandomForest,1,True,xls,medium,222,web,22,True,False,insufficient_data
user_7,file_242,1,0.84,RandomForest,1,True,xls,medium,472,usb,22,True,True,insufficient_data
user_7,file_243,1,0.81,RandomForest,1,True,pdf,medium,1080,email,22,True,True,insufficient_data
user_7,file_244,1,0.87,RandomForest,1,True,pdf,high,1629,web,22,True,True,insufficient_data
user_7,file_245,1,0.8,RandomForest,1,True,xls,high,1605,usb,22,False,False,suspicious
user_7,file_246,0,0.78,RandomForest,0,True,xls,medium,1743,email,22,False,False,suspicious
user_7,file_247,0,0.51,RandomForest,0,True,pdf,medium,1790,web,22,False,False,suspicious
user_7,file_248,0,0.79,RandomForest,0,True,pdf,high,212,email,22,False,False,suspicious
user_7,file_249,0,0.82,RandomForest,0,True,pdf,medium,1085,usb,22,False,True,suspicious
user_7,file_250,0,0.85,RandomForest,0,True,doc,high,1089,email,22,True,True,clean
user_7,file_251,1,0.9,RandomForest,1,True,xls,medium,157,usb,22,True,True,suspicious
user_7,file_252,1,0.82,RandomForest,1,True,xls,high,1943,web,22,False,False,suspicious
user_7,file_253,0,0.92,RandomForest,0,True,doc,medium,1152,web,22,False,False,suspicious
user_7,file_254,1,0.84,RandomForest,1,True,pdf,medium,266,usb,22,False,False,suspicious
user_7,file_255,1,0.8,RandomForest,1,True,doc,high,806,email,22,False,False,suspicious
user_7,file_256,0,0.52,RandomForest,0,True,pdf,medium,765,web,22,True,True,suspicious
user_7,file_257,0,0.82,RandomForest,0,True,xls,medium,1324,email,22,True,False,suspicious
user_7,file_258,0,0.77,RandomForest,0,True,xls,low,1363,usb,22,False,True,clean
user_7,file_259,1,0.85,RandomForest,1,True,doc,high,249,email,22,False,True,suspicious
user_7,file_260,0,0.71,RandomForest,0,True,doc,high,1258,usb,22,True,True,clean
user_7,file_261,0,0.83,RandomForest,0,True,pdf,low,693,email,22,False,True,clean
user_7,file_262,1,0.53,RandomForest,1,True,pdf,low,821,web,22,True,False,clean
user_7,file_263,0,0.51,RandomForest,0,True,doc,medium,166,web,22,False,True,clean
user_7,file_264,0,0.86,RandomForest,0,True,xls,high,1199,usb,22,False,False,clean
user_7,file_265,1,0.76,RandomForest,1,True,pdf,low,1922,usb,22,True,False,clean
user_7,file_266,0,0.77,RandomForest,0,True,xls,low,108,usb,22,False,True,clean
user_7,file_267,1,0.56,RandomForest,1,True,xls,medium,1372,email,22,True,False,clean
user_7,file_268,0,0.69,RandomForest,0,True,pdf,low,1569,usb,22,False,False,clean
user_7,file_269,0,0.61,RandomForest,0,True,pdf,low,444,email,22,False,True,clean
user_7,file_270,0,0.82,RandomForest,0,True,pdf,high,1413,email,22,False,False,clean
user_7,file_271,0,0.78,RandomForest,0,True,xls,low,1345,web,22,True,True,clean
user_7,file_272,0,0.59,RandomForest,0,True,doc,high,121,web,22,False,False,clean
user_7,file_273,1,0.91,RandomForest,1,True,xls,low,615,email,22,True,False,clean
user_7,file_274,0,0.7,RandomForest,0,True,xls,medium,1811,web,22,True,False,clean
user_7,file_275,1,0.77,RandomForest,1,True,xls,high,1148,web,22,False,True,clean
user_7,file_276,0,0.77,RandomForest,0,True,xls,medium,1732,web,22,False,True,clean
user_7,file_277,1,0.8,RandomForest,1,True,doc,medium,715,web,22,False,False,clean
user_7,file_278,0,0.85,RandomForest,0,True,doc,low,114,web,22,False,True,clean
user_7,file_279,1,0.66,RandomForest,0,False,xls,high,1980,web,22,False,True,clean
user_7,file_280,0,0.9,RandomForest,0,True,pdf,medium,1052,usb,22,False,True,clean
user_8,file_281,1,0.66,RandomForest,1,True,doc,medium,343,usb,22,False,True,insufficient_data
user_8,file_282,1,0.83,RandomForest,1,True,doc,medium,1588,web,22,False,False,insufficient_data
user_8,file_283,1,0.79,RandomForest,1,True,doc,high,910,usb,22,True,False,insufficient_data
user_8,file_284,0,0.75,RandomForest,0,True,pdf,low,1812,web,22,True,False,insufficient_data
user_8,file_285,0,0.93,RandomForest,0,True,doc,medium,719,usb,22,True,True,suspicious
user_8,file_286,1,0.88,RandomForest,1,True,doc,high,555,usb,22,False,False,suspicious
user_8,file_287,1,0.81,RandomForest,1,True,xls,medium,1660,email,22,False,True,suspicious
user_8,file_288,0,0.79,RandomForest,0,True,xls,high,926,usb,22,False,True,suspicious
user_8,file_289,0,0.83,RandomForest,0,True,pdf,low,1601,web,22,True,False,suspicious
user_8,file_290,0,0.57,RandomForest,0,True,xls,low,761,email,22,True,False,clean
user_8,file_291,0,0.73,RandomForest,0,True,pdf,high,839,web,22,True,True,clean
user_8,file_292,0,0.8,RandomForest,0,True,doc,high,1752,usb,22,True,False,clean
user_8,file_293,1,0.87,RandomForest,1,True,pdf,high,1291,web,22,True,False,clean
user_8,file_294,0,0.82,RandomForest,0,True,pdf,low,1756,email,22,True,True,clean
user_8,file_295,1,0.59,RandomForest,1,True,pdf,medium,770,usb,22,True,False,clean
user_8,file_296,1,0.89,RandomForest,1,True,pdf,low,957,email,22,True,True,clean
user_8,file_297,0,0.77,RandomForest,0,True,xls,low,1342,web,22,True,False,clean
user_8,file_298,1,0.8,RandomForest,1,True,doc,high,1059,web,22,False,False,clean
user_8,file_299,0,0.84,RandomForest,0,True,doc,low,1125,email,22,False,False,clean
user_8,file_300,0,0.84,RandomForest,0,True,pdf,medium,1672,usb,22,True,True,clean
user_8,file_301,0,0.79,RandomForest,0,True,doc,low,1550,web,22,True,False,clean
user_8,file_302,0,0.83,RandomForest,0,True,pdf,medium,1196,email,22,False,True,clean
user_8,file_303,0,0.88,RandomForest,0,True,xls,low,686,usb,22,False,False,clean
user_8,file_304,1,0.8,RandomForest,1,True,pdf,low,794,usb,22,True,False,clean
user_8,file_305,1,0.8,RandomForest,1,True,xls,high,1114,web,22,True,False,clean
